Filename,Type,Last_Updated
cricket_stats_player_info_5c19283e.csv,player_info,2025-08-24
cricket_stats_batting_5c19283e.csv,batting,2025-08-24
cricket_stats_bowling_5c19283e.csv,bowling,2025-08-24
cricket_stats_history_5c19283e.csv,history,2025-08-24
